English Text (en_XX),Malayalam Text (ml_IN)
en_XX: “You gave them everything I had!” the boy said. “Everything I’ve saved in my entire life!”,"ml_IN: “എന്റെ കൈയിലുള്ളതെല്ലാം നിങ്ങള്‍ അവര്‍ക്കെടുത്തു കൊടു ത്തല്ലോ?"" അവന്‍ സങ്കടപ്പെട്ടു: “ഒരായുഷ്കാലത്തെ സമ്പാദ്യം മുഴുവന്‍ അതിലുണ്ടായിരുന്നു.”"
"en_XX: “Well, what good would it be to you if you had to die?” the alchemist answered. “Your money saved us for three days. It’s not often that money saves a person’s life.”",ml_IN: 139 ആല്‍കെമിസ്റ്റ്‌ “അതുകൊള്ളാം. (്രാണനേ ഇല്ലെന്നു വന്നാല്‍ പിന്നെ പണം കൊണ്ടെന്തു പ്രയോജനം? ആ പണം കൊടുത്ത്‌ നമ്മുടെ ആയുസ്സ്‌ മൂന്നു ദിവസത്തേക്കുകൂടി നീട്ടി വാങ്ങിച്ചില്ലേ?” ആല്‍കെമിസ്റ്റ്‌ സമാധാനിപ്പിച്ചു.
"en_XX: The alchemist asked one of the soldiers for some tea, and poured some on the boy’s wrists. A wave of relief washed over him, and the alchemist muttered some words that the boy didn’t understand.","ml_IN: സൈനികരില്‍ ഒരാളെ വിളിച്ച്‌ ആല്‍കെമിസ്റ്റ്‌ കുറച്ച്‌ ചായ കൊണ്ടു വരുവിച്ചു. അതില്‍നിന്ന്‌ കുറച്ചെടുത്ത്‌ ഏതോ മ്രന്തങ്ങള്‍ ജപിച്ച്‌ അവന്റെ മണിബന്ധത്തിലൊഴിച്ചു. അവനൊന്നും മനസ്സിലായില്ല. പക്ഷേ, നിമിഷ ങ്ങള്‍ക്കകം പേടിയും പരിര്രമവുമൊഴിഞ്ഞ്‌ മനസ്സ്‌ ശാന്തമായി."
"en_XX: “If a person is living out his Personal Legend, he knows everything he needs to know. There is only one thing that makes a dream impossible to achieve: the fear of failure.”","ml_IN: “ആകും, അവനവന്റെ ജീവിതദൌത്യത്തെക്കുറിച്ച്‌ പൂര്‍ണ്ണ ബോധമുണ്ടെ ങ്കില്‍, ഒരുവന്‌ അതിനാകും. അറിയേണ്ടതൊക്കെയും താനെ അറിയും."
en_XX: “I’m not afraid of failing. It’s just that I don’t know how to turn myself into the wind.”,ml_IN: “തോല്‍ക്കുമെന്ന ഭീതിയല്ല എനിക്ക്‌. കൊടുങ്കാറ്റായി മാറാന്‍ അറി യില്ലല്ലോ എന്ന ആശങ്കയാണ്‌.”
"en_XX: “Well, you’ll have to learn; your life depends on it.”",ml_IN: “എന്നുപറഞ്ഞ്‌ പിന്മാറരുത്‌. അറിയാത്തതു പഠിക്കണം. നിന്റെ ജീവന്‍ ഈ തുരുമ്പിലാണ്‌ തൂങ്ങിനില്‍ക്കുന്നതെന്ന്‌ മറക്കരുത്‌.”
en_XX: “But what if I can’t?”,ml_IN: “അതിനെന്നെക്കൊണ്ടായില്ലെങ്കില്‍?”
"en_XX: THE FIRST DAY PASSED. THERE WAS A MAJOR BATTLE nearby, and a number of wounded were brought back to the camp. The dead soldiers were replaced by others, and life went on. Death doesn’t change anything, the boy thought.",ml_IN: ദ്യത്തെ ദിവസം കഴിഞ്ഞു. സമീപത്തെവിടെയോ പൊരിഞ്ഞ തം. മുറിവേറ്റ ഒരുപാടുപേരെ ആ പാളയത്തിലേക്കു കൊണ്ടു വന്നു. മരണമടഞ്ഞവരുടെ സ്ഥാനത്തേക്ക്‌ പുതിയ പടയാളികള്‍ നീങ്ങി.
en_XX: “Remember what I told you: the world is only the visible aspect of God. And that what alchemy does is to bring spiritual perfection into contact with the material plane.”,ml_IN: “ഒന്നോര്‍ത്താല്‍ മതി.” അയാള്‍ പറഞ്ഞു: നമ്മള്‍ ഈ കാണുന്ന ലോകം ഈശ്വരന്റെ ലൌകികമായ ഭാവമാണ്‌. ആല്‍കെമിസ്റ്റിന്റെ പ്രവൃത്തി കളെല്ലാം ആത്മീയമായ തലത്തിലാണ്‌. തികച്ചും ഭഭതികമായൊരു വസതു വിലേക്ക്‌ ദൈവത്തിന്റെ അനന്തമായ ആത്മീയശക്തി ആവാഹിക്കുക അതാണ്‌ ആല്‍കെമിസ്റ്റ്‌ ചെയ്യുന്നത്‌.”
en_XX: “What are you doing?”,"ml_IN: ം “ഇപ്പോള്‍, നിങ്ങളെന്താണ്‌ ചെയ്യുന്നത്‌?”"
"en_XX: “If I’m not able to turn myself into the wind, we’re going to die,”",ml_IN: “ഒരു കൊടുങ്കാറ്റായി മാറാന്‍ എനിക്കായില്ലെങ്കില്‍ നമ്മള്‍ രണ്ടു പേരും കൊല്ലപ്പെടും. പിന്നെ എന്തിനാണിപ്പോള്‍ ഈ പരുന്തിനെ തീറ്റിപ്പോറ്റുന്നത?
"en_XX: “You’re the one who may die,” the alchemist said. “I already know how to turn myself into the wind.”",ml_IN: “എന്നാരു പറഞ്ഞു? നീ മരിക്കുമായിരിക്കും. ഞാന്‍ രക്ഷപ്പെടും. ആല്‍കെ മിസ്റ്റ്‌ പറഞ്ഞു: “കൊടുങ്കാറ്റായി മാറേണ്ടതെങ്ങനെയെന്ന്‌ എനിക്കറിയാം.
"en_XX: He spent the entire afternoon of the second day looking out over the desert, and listening to his heart. The boy knew the desert sensed his fear.",ml_IN: ആ പകല്‍ മുഴുവന്‍ അവന്‍ അതിന്റെ മുകളില്‍ കഴിച്ചുകൂട്ടി; വെറുതെ മരുഭൂമിയിലേക്ക്‌ കണ്ണും നട്ടിരുന്നു. സ്വന്തം മനസ്സിന്‌ എന്താണ്‌ പറയാനു ള്ളതെന്നറിയാന്‍ അവന്‍ കാതോര്‍ത്തു.
en_XX: They both spoke the same language.,ml_IN: രണ്ടുപേരും ഒരേ ഭാഷ പറയുന്നു.
"en_XX: “Let’s,” the alchemist answered.",ml_IN: “പോയി വരാം.” ആല്‍കെമിസ്റ്റ്‌ യാര്ത പറഞ്ഞു.
en_XX: The boy took them to the cliff where he had been on the previous day. He told them all to be seated.,ml_IN: കില അവരെയെല്ലാം കൂട്ടി തലേന്നാള്‍ താനിരുന്നിരുന്ന പാറയുടെ ലയം നല ക എല്ലാവരും ഇരുന്നോളൂ. കുറച്ചു താമസമുണ്ട്‌.”
"en_XX: “It’s going to take awhile,” the boy said.",ml_IN: ല്‍ “അതിനു മൂന്നു ദിവസത്തെ ഇടവേണം.” ആല്‍കെമിസറ്റ്‌ പറഞ്ഞു.
"en_XX: “We’re in no hurry,” the chief answered. “We are men of the desert.”","ml_IN: ""ആയിക്കോട്ടെ, തിടുക്കമൊന്നുമില്ല.” സേനാനായകന്‍ പറഞ്ഞു കാത്തിരിപ്പ്‌ ഞങ്ങള്‍, മരുഭൂമിയില്‍ കഴിയുന്നവര്‍ക്ക്‌, നല്ല ശീലമാണ്‌.”"
"en_XX: The boy looked out at the horizon. There were mountains in the distance. And there were dunes, rocks, and plants that insisted on living where survival seemed impossible. There was the desert that he had wandered for so many months; despite all that time, he knew only a small part of it. Within that small part, he had found an Englishman, caravans, tribal wars, and an oasis with fifty thousand palm trees and three hundred wells.","ml_IN: അവന്‍ അകലെ ചക്രവാളങ്ങളിലേക്കുറ്റു നോക്കി. ദുരെ മലകള്‍, മണല്‍ ക്കൂനകള്‍, പാറക്കൂട്ടങ്ങള്‍, കാട്ടുചെടികള്‍. സാഹചര്യങ്ങള്‍ അനുകൂലമല്ലെ ങ്കിലും പിടിച്ചുനില്‍ക്കണമെന്ന വാശി. കഴിഞ്ഞ എത്രയോ മാസങ്ങളായി താനീ മണല്‍പരപ്പിലൂടെ ചുറ്റിത്തിരിയുന്നു. എന്നിട്ടും അതിന്റെ ചെറിയൊരു ഭാഗം മാര്രമേ കാണാന്‍ കഴിഞ്ഞിട്ടുള്ളു. അതിനിടയിലാണ്‌ കാണാനായത്‌ ആ ഇംഗ്ലീഷുകാരനെ, വലിയ വലിയ യാത്രാസംഘങ്ങളോ, അമ്പതിനായിരം ഈന്തല്‍പ്പനകളും മുന്നൂറു കിണറുകളുമുള്ള വിശാലമായ ആ മമരുപ്പച്ചയെ."
en_XX: “What do you want here today?” the desert asked him. “Didn’t you spend enough time looking at me yesterday?”,"ml_IN: കാര്യം പറയൂ, എന്താണ്‌ നിനക്കു വേണ്ടത്‌?” പെട്ടെന്ന്‌ മരുഭൂമിയുടെ സ്വരമുയര്‍ന്നു: “ഇന്നലെയും ഇവിടെ വന്ന്‌ ഒരുപാടു നേരം എന്റെ നേരെ തന്നെ നോക്കിയിരിക്കുന്നത്‌ കണ്ടല്ലോ.”"
