English Text (en_xx),Malayalam Text (ml_xx)
"en_xx: The wind was a proud being, and it was becoming irritated with what the boy was saying. It commenced to blow harder, raising the desert sands. But finally it had to recognize that, even making its may around the world, it didn’t know how to turn a man into the wind. And it knew nothing about love.","ml_xx: സ്വതേ അഭിമാനിയായ കാറ്റ്‌, അവന്‍ പറഞ്ഞതുകേട്ടപ്പോള്‍ നീരസം തോന്നി. അല്പമൊന്ന്‌ ശക്തിയില്‍ വീശാന്‍ തുടങ്ങി. മരുഭൂമിയിലെ മണല്‍ത്തരികള്‍ പറന്നുപൊന്തി. ലോകം മുഴുവന്‍ ചുറ്റിപ്പറക്കാന്‍ കഴിവുള്ള കാറ്റ്‌ . അവസാനം സമ്മതിച്ചു; മനുഷ്യനെ കാറ്റാക്കി മാറ്റാനുള്ള കഴിവ തനിക്കില്ല. പ്രേമത്തെക്കുറിച്ചും തനിക്ക്‌ യാതൊന്നുമറിഞ്ഞുകൂടാ."
"en_xx: “In my travels around the world, I’ve often seen people speaking of love and looking toward the heavens,” the wind said, furious at having to acknowledge its own limitations. “Maybe it’s better to ask heaven.”",ml_xx: “ലോകം മുഴുവന്‍ സഞ്ചരിക്കുന്നതിനിടയ്ക്ക്‌ പലപ്പോഴും മനുഷ്യര്‍ ആകാശത്തേക്കു നോക്കി പ്രേമത്തെക്കുറിച്ചു സംസാരിക്കുന്നത്‌ ഞാന്‍ കണ്ടിട്ടുണ്ട്‌.” തന്റെ കഴിവുകേടിനെക്കുറിച്ച്‌ കാറ്റിന്‌ തന്നോടുതന്നെ ദേഷ്യം.
"en_xx: “So you know about love,” the boy said.","ml_xx: “അപ്പോള്‍, പ്രേമത്തെക്കുറിച്ച്‌ നിനക്ക്‌ ബോധമുണ്ട്‌.” അവന്‍ ആശ്വാ സമായി."
"en_xx: “Well, why did you say that I don’t know about love?” the sun asked the boy.","ml_xx: “എന്നാലും നീ പറഞ്ഞില്ലേ, പ്രേമത്തെക്കുറിച്ച്‌ ഞാന്‍ പൂര്‍ണ്ണമായും മനസ്സി ലാക്കിയിട്ടില്ലെന്ന്‌. അതിനെന്താണ്‌ കാരണം?”"
en_xx: “So what do you want of me?” the sun asked.,"ml_xx: “അതൊക്കെ ശരി. പക്ഷേ, ഞാനെന്തു ചെയ്യണമെന്നാണ്‌ നീ പറഞ്ഞും കൊണ്ടു വരുന്നത്‌?” സൂര്യന്‍ ചോദിച്ചു."
"en_xx: “Then, whom should I ask?”",ml_xx: “ഇനി ഞാന്‍ ആരോടാണപേക്ഷിക്കേണ്ടത്‌?”
"en_xx: The sun thought for a minute. The wind was listening closely, and wanted to tell every corner of the world that the sun’s wisdom had its limitations. That it was unable to deal with this boy who spoke the Language of the World.",ml_xx: സൂര്യന്‍ ഒരു നിമിഷം ആലോചിച്ചുനിന്നു. എല്ലാം ശ്രദ്ധിച്ചുകൊണ്ടി രുന്ന കാറ്റിന്‌ അപ്പോഴേക്കും തിടുക്കമായി. ഓരോ മുക്കിലും മുലയിലുംചെന്ന്‌ സൂര്യന്റെ കഴിവുകേട്‌ വിളംബരം ചെയ്യാന്‍. പ്രപഞ്ചത്തിന്റെ ഭാഷ സംസാരിക്കുന്ന ആ യുവാവിന്റെ ആവശ്യം നിറവേറ്റിക്കൊടുക്കാന്‍ സൂര്യനു കഴിവില്ലെന്ന കാര്യം ലോകം മുഴുവന്‍ അറിയട്ടെ.
"en_xx: A current of love rushed from his heart, and the boy began to pray. It was a prayer that he had never said before, because it was a prayer without words or pleas. His prayer didn’t give thanks for his sheep having found new pastures; it didn’t ask that the boy be able to sell more crystal; and it didn’t beseech that the woman he had met continue to await his return. In the silence, the boy understood that the desert, the wind, and the sun were also trying to understand the signs written by the hand, and were seeking to follow their paths, and to understand what had been written on a single emerald. He saw that omens were scattered throughout the earth and in space, and that there was no reason or significance attached to their appearance; he could see that not the deserts, nor the winds, nor the sun, nor people knew why they had been created.","ml_xx: ഒരു നിമിഷം. അവന്റെയുള്ളില്‍ സ്നേഹത്തിന്റെ സ്രോതസ്സ്‌ നിറഞ്ഞൊ ഴുകുവാന്‍ തുടങ്ങി. അവന്റെ മനസ്സ്‌ പ്രാര്‍ത്ഥനാനിര്‍ഭരമായി. ആ പ്രാര്‍ത്ഥ നയില്‍ വാക്കുകളോ അപേക്ഷകളോ ഉണ്ടായിരുന്നില്ല. ഇതിനു മുമ്പൊരി ക്കലും അവന്‍ അങ്ങനെ പ്രാര്‍ത്ഥിച്ചിട്ടുമുണ്ടായിരുന്നില്ല. തന്റെ ആടുകള്‍ക്ക്‌ വേണ്ട്ര പുല്ലും വെള്ളവും കിട്ടിയതിന്‌ നന്ദി പറയുകയായിരുന്നില്ല. ധാരാളം ചില്ലുപാര്രതങ്ങള്‍ വിറ്റ്‌ നല്ല ലാഭമുണ്ടാക്കാന്‍ കഴിയണേ എന്ന്‌ ആവശ്യപ്പെടുകയായിരുന്നില്ല. തന്റെ വരവും കാത്തിരിക്കുന്ന പെണ്‍കിടാ വിന്റെ പ്രതീക്ഷ നില നിര്‍ത്തിക്കൊണ്ടുപോരണേ എന്നും അപേക്ഷിക്കു കയായിരുന്നില്ല. തന്നെ ചൂഴ്ന്നു നില്‍ക്കുന്ന കനമാര്‍ന്ന നിശ്ശബ്ദത. അവനു തോന്നി മരുഭൂമിയും കാറ്റും സൂര്യനും തന്റെ പ്രാര്‍ത്ഥനയില്‍ പങ്കുകൊള്ളുക യാണെന്ന്‌. പ്രപഞ്ചസൃഷ്ടി നടത്തിയ ആ കൈകളുടെ മുദ്രകള്‍ മനസ്സി ലാക്കാന്‍ ശ്രമം നടത്തുകയാണെന്ന്‌ . അതു വഴി അവനവന്റേതായ വീഥി കള്‍ പിന്‍തുടരാന്‍ ബദ്ധപ്പെടുകയാണെന്ന്‌. ആ മരതക ഫലകത്തിലെ കുറിമാനം മനസ്സിലാക്കാന്‍ പ്രയാസപ്പെടുകയാണെന്ന്‌. പലതരത്തിലുള്ള ശകുനങ്ങളും നിമിത്തങ്ങളും ലക്ഷണങ്ങളുംകൊണ്ട്‌ ആകാശവും ഭൂമിയും നിറഞ്ഞിരിക്കുന്നു. പക്ഷേ, അതിന്റെ പുറകിലൊന്നും പ്രത്യേകിച്ചൊരു അര്‍ത്ഥമോ യുക്തിയോ ഇല്ല. കാറ്റിനോ മരുഭൂമിക്കോ സൂര്യനോ മനു ഷ്യനോ അറിയാന്‍ കഴിവില്ല, എന്തുദ്ദേശ്ൃയത്തോടുകൂടിയാണ്‌ തന്നെ ഈശ്വരന്‍ സൃഷ്ടിച്ചിരിക്കുന്നതെന്ന്‌. എന്നാല്‍ ആ കൈകളുടെ സങ്കല്പ 148 ആല്‍കെമിസ്റ്റ്‌ ത്തിലുണ്ട്‌ ഓരോ സൃഷ്ടികൊണ്ടും നിറവേറ്റപ്പെടേണ്ടെ ഒരു ദൌത്യം. അത്ഭു തങ്ങള്‍ കാട്ടാനും പ്രവര്‍ത്തിക്കാനുമുള്ള സ്വാതന്ത്യം ആ കൈ കള്‍ക്കു മാര്രം അവകാശപ്പെട്ടതാണ്‌. കടലിനെ മരുഭൂമിയാക്കാനും മനുഷ്ൃനെ കാറ്റാക്കി മാറ്റാനും ആ കൈകള്‍ക്കു മാത്രമേ കഴിയു. ആ കൈകള്‍ക്കു മാത്രമേ അറിയു അഞ്ചു ദിവസത്തെ സൃഷ്ടി തുടര്‍ന്നത്‌ അതിബൃഹത്തായ ഒരു പദ്ധതിയുടെ പരിസമാപ്തി എന്ന നിലയ്ക്കാണ്‌ എന്ന്‌. അന്നേ സൃഷ്ടി അതിന്റെ പരമകാഷ്ഠയിലെത്തിച്ചേരുകയുണ്ടായുള്ളു."
en_xx: “Will I learn to do that someday?” the boy asked.,ml_xx: “എനിക്കും ഇതുപോലൊരു ദിവസം ചെയ്യാന്‍ സാധിക്കുമോ?” ആല്‍ കെമിസ്റ്റിനോടവന്‍ ചോദിച്ചു.
"en_xx: “This was my Personal Legend, not yours,” the alchemist answered. “But I wanted to show you that it was possible.”","ml_xx: “ഇത്‌ എന്റെ ജീവിതത്തിന്റെ ദൌത്യമാണ്‌, നിന്റേതല്ല.” തികഞ്ഞ ഗര വത്തോടെ അയാള്‍ മറുപടി പറഞ്ഞു: “ഇതൊക്കെ സാദ്ധ്യമാണെന്ന്‌ നിനക്കു കാട്ടിത്തന്നു എന്നുമാത്രം.”"
"en_xx: “One night, the father had a dream. An angel appeared to him, and told him that the words of one of his sons would be learned and repeated throughout the world for all generations to come. The father woke from his dream grateful and crying, because life was generous, and had revealed to him something any father would be proud to know.","ml_xx: ഒരു രാത്രി അച്ഛനൊരു സ്വപ്നം കണ്ടു. ഒരു മാലാ യുന്നു, നിന്റെ മക്കളില്‍ ഒരാളുടെ വാക്കുകള്‍ ൽ ത യ ഏറ്റുപറയും. എത്രയോ തലമുറകള്‍ ആ വാക്കുകള്‍ മനഃപാഠമാക്കും. അയാ ളുടെ ഉറക്കം തെളിഞ്ഞു. മനസ്സില്‍ നിറഞ്ഞു തുളുമ്പുന്ന ആഹ്ളാദം. കൃത ത തം അഭിമാനപുളകിതനാക്കുന്ന വാക്കുകള്‍. വിധി ന്നാടു കനിവു കാട്ടിയതലലേ."
"en_xx: “Shortly thereafter, the father died as he tried to save a child who was about to be crushed by the wheels of a chariot. Since he had lived his entire life in a manner that was correct and fair, he went directly to heaven, where he met the angel that had appeared in his dream.","ml_xx: തി മ ളം ടം ല്ലേ. വരാന്‍ പോകുന്ന ഭാഗ്യം നേരത്തെതന്നെ ""അധികം താമസിയാതെ അച്ഛന്‍ മരിച്ചു. രഥച്രരങ്ങള്‍ക്കിട യില്‍പ്പെട്ട്‌ ചതഞ്ഞുപോകുമായിരുന്ന ഒരു കൊച്ചുകുട്ടിയെ രക്ഷപ്പെട ത്താന്‍ ശ്രമിക്കുന്നതിനിടയില്‍ അയാള്‍ സ്വയം യ യു സത്യസന്ധനും സത്സ്വഭാവിയുമായി ആയുഷ്കാലം മുഴുവന്‍ കഴിച്ചു യി അയാള്‍ മരണശേഷം നേരെ ചെന്നത്‌ സ്വര്‍ഗ്ഗത്തിലേക്കായി ന്നു. സ്വ കം പനത്തില്‍ പ്രത്യക്ഷപ്പെട്ട മാലാഖയെ അവിടെ അയാള്‍ നേരിട്ടു [ “മാലാഖ പറഞ്ഞു: “നന്മ നിറഞ്ഞൊരു ജീവിതമായിരുന്നു നിങ്ങളുടേത്‌ സനേഹിച്ചും സഹായിച്ചും കാലം കഴിച്ചു. അന്തസ്സായിത്തന്നെ മരിക്കുകയും ന ഏതു വരം വേണമെങ്കിലും ചോദിച്ചോളൂ. ഞാനത്‌ നിങ്ങള്‍ക്ക്‌ രാം."
"en_xx: As he was about to climb yet another dune, his heart whispered, “Be aware of the place where you are brought to tears. That’s where I am, and that’s where your treasure is.”",ml_xx: മുമ്പില്‍ മറ്റൊരു മണല്‍ക്കൂന. അതു കയറി മറയാന്‍ തുടങ്ങവേ അവന്റെ ഹൃദയം മ്ര്ത്രിച്ചു: “ഇവിടെയെവിടെയെങ്കിലും വെച്ച്‌ നീ കര യാനിടയായാല്‍ അവിടെയാണെന്റെ സ്ഥാനം. നീ തേടുന്ന നിധിയും അവി ടെത്തന്നെ. കരുതിയിരുന്നോളൂ.”
"en_xx: The boy stood up shakily, and looked once more at the Pyramids. They seemed to laugh at him, and he laughed back, his heart bursting with joy.",ml_xx: അവന്‍ ഒരിക്കല്‍കൂടി പിരമിഡുകളുടെ നേരെ നോക്കി. അവ തന്നെ നോക്കി പരിഹസിച്ചു ചിരിക്കുകയാണോ? അവനും തോന്നി ഒന്നുറക്കെ പൊട്ടിച്ചിരി ക്കാന്‍.
"en_xx: It’s true; life really is generous to those who pursue their Personal Legend, the boy thought. Then he remembered that he had to get to Tarifa so he could give one-tenth of his treasure to the Gypsy woman, as he had promised. Those Gypsies are really smart, he thought. Maybe it was because they moved around so much.","ml_xx: ശരിയാണ്‌. സ്വന്തം ദൌതൃത്തെക്കുറിച്ച്‌ ബോധമുള്ളവരുടെ മുമ്പില്‍ ജീവിതം എത്ര ഉദാരമായാണ്‌ വന്നുനില്‍ക്കുന്നത്‌. ഇടയില്‍ ഒരു കാര്യംകൂടി അവനോര്‍ത്തു: ടരീഫയില്‍ ചെല്ലണം, ആ ജിപ്സിത്തള്ളയെ കണ്ടുപിടി ക്കണം. നിധി കിട്ടിയാല്‍ അതില്‍നിന്ന്‌ പത്തിലൊന്ന്‌ അവര്‍ക്കു കൊടുത്തു കൊള്ളാമെന്ന്‌ അന്ന്‌ വാക്കു പറഞ്ഞിട്ടുള്ളതാണ്‌. ഏതായാലും ജിപ്സിക ളുടെ സാമര്‍ത്ഥ്യം ഒന്നുവേറെതന്നെ. ഒരുപക്ഷേ, നാടുമുഴുവന്‍ ചുറ്റിത്തിരി യുന്നതുകൊണ്ടാകുമോ അവര്‍ക്കിത്രയധികം മിടുക്ക്‌!"
"en_xx: “I’m coming, Fatima,” he said.",ml_xx: അവന്‍ ഉറക്കെ വിളിച്ചുപറഞ്ഞു: “ഫാത്തിമാ ദാ... ഞാന്‍ വരികയായി.”
